material_id,subject,subcategory,grade_levels,material_type,school_type,content_type,is_bundle,price,author_category,bestseller_rating,total_pages,engagement_score,created_days_ago,author_id,title,grade_levels_str
mat_001030,Fachunterricht,Erdkunde,"['9. Klasse', '10. Klasse', '11. Klasse']",Fördermaterial/Inklusion,Berufsschule,interactive,0,13.56,Eggs,79.4078995166145,6,6.994560785662575,432,author_0739,Erdkunde - Fördermaterial/Inklusion,"9. Klasse, 10. Klasse, 11. Klasse"
mat_001031,Kunst,Werken,"['5. Klasse', '6. Klasse', '7. Klasse', '8. Klasse']",Merkblätter,Förderunterricht,interactive,0,3.6,Innovators,39.86702773356979,11,2.555986708677564,186,author_0471,Werken - Merkblätter,"5. Klasse, 6. Klasse, 7. Klasse, 8. Klasse"
mat_001032,Kunst,Epochen,['13. Klasse'],Quiz,Kita / Vorschule,hybrid,1,2.108560581247683,Cub,9.74582876184124,96,7.868662984470988,775,author_0885,Epochen - Sparpaket,13. Klasse
mat_001033,Kunst,Werken,"['11. Klasse', '12. Klasse']",Präsentationen/Tafelbilder,Berufsschule,standalone,0,10.37,Eggs,3.426764992745632,7,4.336669752239894,553,author_0676,Werken - Präsentationen/Tafelbilder,"11. Klasse, 12. Klasse"
mat_001034,Deutsch,Sprache untersuchen,"['3. Klasse', '4. Klasse']",Präsentationen/Tafelbilder,Sek I Mittlere Schulform,interactive,0,9.54,Eggs,116.76761870520546,9,6.33582875351171,273,author_0941,Sprache untersuchen - Präsentationen/Tafelbilder,"3. Klasse, 4. Klasse"
mat_001035,Fachunterricht,Geschichte,['10. Klasse'],Unterrichtsreihen,Sek I Gymnasium,interactive,0,2.74,Dragon,28.956583939345116,12,3.569164679463741,289,author_0444,Geschichte - Unterrichtsreihen,10. Klasse
mat_001036,Fachunterricht,Erdkunde,['11. Klasse'],Videos,Kita / Vorschule,hybrid,0,6.57,Cub,17.72696063664555,8,0.9653097638901497,1035,author_0931,Erdkunde - Videos,11. Klasse
mat_001037,Englisch,Grammatik,"['3. Klasse', '4. Klasse', '5. Klasse']",Merkblätter,Sek II,hybrid,1,24.079971293417383,Cub,227.5914726171721,27,0.7066585827736265,350,author_0174,Grammatik - Sparpaket,"3. Klasse, 4. Klasse, 5. Klasse"
mat_001038,Englisch,Wortschatz,"['4. Klasse', '5. Klasse', '6. Klasse']",Arbeitsblätter,Sek II,interactive,1,111.86935767602016,Eggs,14.599453882406912,27,2.7795779872106237,65,author_0163,Wortschatz - Sparpaket,"4. Klasse, 5. Klasse, 6. Klasse"
mat_001039,Fachunterricht,Erdkunde,['1. Klasse'],Spiele,Berufsschule,hybrid,0,4.39,Cub,16.420882120772482,9,6.630490830647716,1090,author_0868,Erdkunde - Spiele,1. Klasse
mat_001040,Mathematik,Funktionen,"['8. Klasse', '9. Klasse']",Experimente,Sek II,hybrid,0,0.5,Bear,64.93793780552637,9,6.041456592368552,1030,author_0304,Funktionen - Experimente,"8. Klasse, 9. Klasse"
mat_001041,Fachunterricht,Erdkunde,['1. Klasse'],Klassenarbeiten,Sek I Gymnasium,standalone,0,3.37,Dragon,43.12697477660222,7,4.432778024165216,241,author_0170,Erdkunde - Klassenarbeiten,1. Klasse
mat_001042,Englisch,Wortschatz,['4. Klasse'],Spiele,Förderunterricht,standalone,1,20.898139776337263,Eggs,73.41091436684019,40,4.209810916335496,13,author_0669,Wortschatz - Sparpaket,4. Klasse
mat_001043,Kunst,Werken,"['4. Klasse', '5. Klasse']",Mal- und Bastelvorlagen,Sek II,interactive,0,2.95,Bear,60.169271067426244,9,6.694374240367225,882,author_0574,Werken - Mal- und Bastelvorlagen,"4. Klasse, 5. Klasse"
mat_001044,Englisch,Wortschatz,"['11. Klasse', '12. Klasse']",Bildkarten,Berufsschule,standalone,1,86.7272833153887,Eggs,130.0765909028013,27,2.8961613060222104,867,author_0571,Wortschatz - Sparpaket,"11. Klasse, 12. Klasse"
mat_001045,Deutsch,Sprache untersuchen,"['8. Klasse', '9. Klasse']",Unterrichtsreihen,Sek II,hybrid,0,8.57,Eggs,15.568512534095946,5,3.539943303577979,530,author_0364,Sprache untersuchen - Unterrichtsreihen,"8. Klasse, 9. Klasse"
mat_001046,Englisch,Schreiben,"['1. Klasse', '2. Klasse']",Fördermaterial/Inklusion,Berufsschule,hybrid,0,4.12,Dragon,1.5632256422622324,15,1.6579311792555085,883,author_0426,Schreiben - Fördermaterial/Inklusion,"1. Klasse, 2. Klasse"
mat_001047,Fachunterricht,Erdkunde,['7. Klasse'],Merkblätter,Sek I Gymnasium,hybrid,0,7.11,Cub,2.270217688360386,8,10.535889068980348,483,author_0594,Erdkunde - Merkblätter,7. Klasse
mat_001048,Kunst,Basteln,"['9. Klasse', '10. Klasse', '11. Klasse', '12. Klasse']",Interaktives Material,Sek II,hybrid,0,1.05,Bear,0.10418408538188559,8,1.7053930668943356,72,author_0822,Basteln - Interaktives Material,"9. Klasse, 10. Klasse, 11. Klasse, 12. Klasse"
mat_001049,Mathematik,Stochastik,"['5. Klasse', '6. Klasse', '7. Klasse']",Stundenentwürfe,Sek I Mittlere Schulform,hybrid,0,2.6,Bear,164.41357091083955,6,2.945971596442618,894,author_0548,Stochastik - Stundenentwürfe,"5. Klasse, 6. Klasse, 7. Klasse"
mat_001050,Fachunterricht,Geschichte,"['11. Klasse', '12. Klasse', '13. Klasse']",Mal- und Bastelvorlagen,Berufsschule,hybrid,0,2.21,Cub,43.60506926035004,10,0.5684130986134571,200,author_0893,Geschichte - Mal- und Bastelvorlagen,"11. Klasse, 12. Klasse, 13. Klasse"
mat_001051,Kunst,Theorie,['6. Klasse'],Arbeitsblätter,Förderunterricht,standalone,0,0.79,Eggs,18.071787235155693,10,7.973196796695651,409,author_0436,Theorie - Arbeitsblätter,6. Klasse
mat_001052,Englisch,Sprechen,"['9. Klasse', '10. Klasse']",Interaktives Material,Förderunterricht,interactive,0,3.57,Bear,19.70114049202543,9,0.3778412866819383,137,author_0226,Sprechen - Interaktives Material,"9. Klasse, 10. Klasse"
mat_001053,Fachunterricht,Geschichte,"['5. Klasse', '6. Klasse']",Test,Kita / Vorschule,interactive,0,4.0,Innovators,39.077074652656464,5,4.720461749798923,229,author_0630,Geschichte - Test,"5. Klasse, 6. Klasse"
mat_001054,Kunst,Malen & Zeichnen,['2. Klasse'],Test,Sek II,hybrid,1,17.86722851867956,Bear,36.081560461467845,56,0.9562175101794698,304,author_0670,Malen & Zeichnen - Sparpaket,2. Klasse
mat_001055,Englisch,Wortschatz,"['5. Klasse', '6. Klasse']",Stundenentwürfe,Grundschule,hybrid,0,4.51,Cub,16.895441662359623,9,4.202072954781226,861,author_0207,Wortschatz - Stundenentwürfe,"5. Klasse, 6. Klasse"
mat_001056,Kunst,Werken,['8. Klasse'],Präsentationen/Tafelbilder,Kita / Vorschule,hybrid,0,43.59,Eggs,123.60569318705484,8,4.979280031142793,273,author_0399,Werken - Präsentationen/Tafelbilder,8. Klasse
mat_001057,Fachunterricht,Geschichte,"['7. Klasse', '8. Klasse', '9. Klasse', '10. Klasse']",Stundenentwürfe,Förderunterricht,hybrid,0,4.85,Eggs,17.956603141738658,4,0.37157769622279596,836,author_0221,Geschichte - Stundenentwürfe,"7. Klasse, 8. Klasse, 9. Klasse, 10. Klasse"
mat_001058,Englisch,Schreiben,['9. Klasse'],Experimente,Förderunterricht,interactive,0,5.01,Cub,32.53887559381583,12,4.365938241538586,598,author_0740,Schreiben - Experimente,9. Klasse
mat_001059,Deutsch,Sprache untersuchen,['12. Klasse'],Interaktives Material,Grundschule,interactive,1,8.183280428978103,Bear,98.07669582843495,45,1.7037478305945064,122,author_0251,Sprache untersuchen - Sparpaket,12. Klasse
mat_001060,Englisch,Sprechen,['2. Klasse'],Experimente,Förderunterricht,interactive,0,1.71,Cub,9.002759556720637,11,2.920166717472023,898,author_0580,Sprechen - Experimente,2. Klasse
mat_001061,Mathematik,Geometrie,"['5. Klasse', '6. Klasse']",Experimente,Sek I Mittlere Schulform,hybrid,0,5.95,Cub,70.22773893057004,11,5.47005492083724,111,author_0524,Geometrie - Experimente,"5. Klasse, 6. Klasse"
mat_001062,Deutsch,Sprache untersuchen,['12. Klasse'],Stationenlernen,Sek II,interactive,0,11.04,Bear,86.29474604427355,11,1.29094192567595,874,author_0753,Sprache untersuchen - Stationenlernen,12. Klasse
mat_001063,Deutsch,Schreiben,"['10. Klasse', '11. Klasse', '12. Klasse', '13. Klasse']",Test,Berufsschule,standalone,0,5.56,Eggs,64.49502260458738,7,1.7461830429549134,355,author_0469,Schreiben - Test,"10. Klasse, 11. Klasse, 12. Klasse, 13. Klasse"
mat_001064,Kunst,Basteln,['11. Klasse'],Quiz,Förderunterricht,hybrid,0,1.48,Bear,29.769509589627358,3,0.9614427876525976,104,author_0620,Basteln - Quiz,11. Klasse
mat_001065,Kunst,Malen & Zeichnen,"['10. Klasse', '11. Klasse', '12. Klasse']",Test,Kita / Vorschule,hybrid,0,2.41,Cub,11.75146887500528,10,3.543908635191728,667,author_0241,Malen & Zeichnen - Test,"10. Klasse, 11. Klasse, 12. Klasse"
mat_001066,Fachunterricht,Geschichte,['12. Klasse'],Experimente,Berufsschule,standalone,0,1.83,Cub,40.28941814023319,8,1.5978274813442752,59,author_0863,Geschichte - Experimente,12. Klasse
mat_001067,Deutsch,Anfangsunterricht,['7. Klasse'],Stationenlernen,Förderunterricht,hybrid,0,2.35,Bear,26.344478058998362,7,4.217915268329939,521,author_0581,Anfangsunterricht - Stationenlernen,7. Klasse
mat_001068,Kunst,Malen & Zeichnen,"['11. Klasse', '12. Klasse', '13. Klasse']",Spiele,Grundschule,hybrid,0,15.67,Cub,47.115766259302305,9,1.2539143048397658,369,author_0074,Malen & Zeichnen - Spiele,"11. Klasse, 12. Klasse, 13. Klasse"
mat_001069,Fachunterricht,Biologie,"['6. Klasse', '7. Klasse', '8. Klasse']",Merkblätter,Grundschule,interactive,0,7.62,Innovators,110.39510017689985,5,9.030155296957183,320,author_0357,Biologie - Merkblätter,"6. Klasse, 7. Klasse, 8. Klasse"
mat_001070,Fachunterricht,Erdkunde,"['3. Klasse', '4. Klasse']",Präsentationen/Tafelbilder,Sek I Mittlere Schulform,standalone,0,15.39,Cub,13.15401309543986,11,8.021479535007254,599,author_0032,Erdkunde - Präsentationen/Tafelbilder,"3. Klasse, 4. Klasse"
mat_001071,Fachunterricht,Geschichte,['9. Klasse'],Unterrichtsreihen,Sek I Gymnasium,standalone,0,3.88,Eggs,27.221313196323305,9,2.4527193047418336,970,author_0666,Geschichte - Unterrichtsreihen,9. Klasse
mat_001072,Englisch,Schreiben,['3. Klasse'],Merkblätter,Berufsschule,standalone,0,2.38,Dragon,10.550047130309574,12,1.875763145463214,1043,author_0776,Schreiben - Merkblätter,3. Klasse
mat_001073,Englisch,Grammatik,['6. Klasse'],Test,Sek II,standalone,0,2.09,Eggs,33.83506486859158,4,1.8329294626261836,137,author_0419,Grammatik - Test,6. Klasse
mat_001074,Englisch,Wortschatz,['9. Klasse'],Spiele,Sek I Gymnasium,hybrid,0,15.47,Dragon,7.072645044772057,5,1.635940251964181,590,author_0832,Wortschatz - Spiele,9. Klasse
mat_001075,Kunst,Epochen,['11. Klasse'],Arbeitsblätter,Kita / Vorschule,standalone,1,29.995999357582825,Eggs,13.742330108289083,27,8.035108677690735,606,author_0052,Epochen - Sparpaket,11. Klasse
mat_001076,Englisch,Schreiben,['2. Klasse'],Klassenarbeiten,Sek II,interactive,0,7.99,Bear,45.43164834339359,7,2.0973586085213825,820,author_0239,Schreiben - Klassenarbeiten,2. Klasse
mat_001077,Deutsch,Lesen,"['9. Klasse', '10. Klasse', '11. Klasse']",Stationenlernen,Berufsschule,hybrid,0,5.85,Eggs,25.540830924451896,5,1.9109447738733647,721,author_0227,Lesen - Stationenlernen,"9. Klasse, 10. Klasse, 11. Klasse"
mat_001078,Englisch,Wortschatz,['4. Klasse'],Arbeitsblätter,Grundschule,interactive,1,8.036275290065129,Innovators,75.43970123044727,40,0.18692204495359907,1067,author_0923,Wortschatz - Sparpaket,4. Klasse
mat_001079,Kunst,Theorie,"['3. Klasse', '4. Klasse']",Klassenarbeiten,Förderunterricht,standalone,0,6.17,Eggs,90.72564423679972,10,8.12696638306643,920,author_0051,Theorie - Klassenarbeiten,"3. Klasse, 4. Klasse"
mat_001080,Fachunterricht,Geschichte,"['8. Klasse', '9. Klasse', '10. Klasse', '11. Klasse']",Merkblätter,Sek I Mittlere Schulform,hybrid,1,25.295719428807637,Innovators,48.29303289392373,36,2.3881754621488422,870,author_0250,Geschichte - Sparpaket,"8. Klasse, 9. Klasse, 10. Klasse, 11. Klasse"
mat_001081,Fachunterricht,Religion,"['7. Klasse', '8. Klasse', '9. Klasse']",Mal- und Bastelvorlagen,Sek I Gymnasium,interactive,0,3.85,Dragon,26.626986377049633,6,1.6479615853191307,780,author_0735,Religion - Mal- und Bastelvorlagen,"7. Klasse, 8. Klasse, 9. Klasse"
mat_001082,Mathematik,Zahlen & Operationen,"['4. Klasse', '5. Klasse', '6. Klasse']",Quiz,Förderunterricht,interactive,0,7.35,Cub,71.71898814926013,12,0.4488517049759025,1057,author_0095,Zahlen & Operationen - Quiz,"4. Klasse, 5. Klasse, 6. Klasse"
mat_001083,Kunst,Epochen,"['10. Klasse', '11. Klasse']",Test,Kita / Vorschule,interactive,0,7.86,Dragon,10.691627717711278,8,2.9491453644044188,91,author_0654,Epochen - Test,"10. Klasse, 11. Klasse"
mat_001084,Deutsch,Lesen,['1. Klasse'],Arbeitsblätter,Sek II,interactive,0,4.53,Dragon,8.843384137773056,12,0.7842085638080615,161,author_0516,Lesen - Arbeitsblätter,1. Klasse
mat_001085,Deutsch,Sprechen & Zuhören,"['10. Klasse', '11. Klasse']",Mal- und Bastelvorlagen,Förderunterricht,hybrid,0,5.08,Cub,21.52342756739051,7,8.187911913223726,914,author_0912,Sprechen & Zuhören - Mal- und Bastelvorlagen,"10. Klasse, 11. Klasse"
mat_001086,Kunst,Theorie,['4. Klasse'],Präsentationen/Tafelbilder,Sek II,hybrid,0,3.21,Eggs,139.8916493025472,5,5.101447409096346,502,author_0632,Theorie - Präsentationen/Tafelbilder,4. Klasse
mat_001087,Kunst,Basteln,"['3. Klasse', '4. Klasse', '5. Klasse']",Mal- und Bastelvorlagen,Grundschule,standalone,0,14.58,Eggs,44.69576694599045,8,7.335527919919051,434,author_0209,Basteln - Mal- und Bastelvorlagen,"3. Klasse, 4. Klasse, 5. Klasse"
mat_001088,Mathematik,Grundrechenarten,"['8. Klasse', '9. Klasse', '10. Klasse', '11. Klasse']",Experimente,Sek I Gymnasium,standalone,0,5.58,Eggs,59.3184512832295,15,1.1761842971556153,10,author_0144,Grundrechenarten - Experimente,"8. Klasse, 9. Klasse, 10. Klasse, 11. Klasse"
mat_001089,Englisch,Leseverstehen,"['7. Klasse', '8. Klasse']",Interaktives Material,Förderunterricht,interactive,0,3.83,Eggs,71.02569963654966,15,4.188861850680683,513,author_0603,Leseverstehen - Interaktives Material,"7. Klasse, 8. Klasse"
mat_001090,Kunst,Werken,"['8. Klasse', '9. Klasse', '10. Klasse', '11. Klasse']",Stundenentwürfe,Berufsschule,standalone,1,16.335443798749903,Bear,115.89039731259388,54,5.351519542846254,931,author_0682,Werken - Sparpaket,"8. Klasse, 9. Klasse, 10. Klasse, 11. Klasse"
mat_001091,Mathematik,Grundrechenarten,"['1. Klasse', '2. Klasse']",Arbeitsblätter,Sek I Gymnasium,interactive,0,9.62,Eggs,56.02593440589176,11,9.915842569861862,1067,author_0118,Grundrechenarten - Arbeitsblätter,"1. Klasse, 2. Klasse"
mat_001092,Mathematik,Geometrie,"['3. Klasse', '4. Klasse', '5. Klasse']",Arbeitsblätter,Sek I Gymnasium,hybrid,1,12.23309221713559,Innovators,12.427408842765955,36,2.5647289571224903,579,author_0473,Geometrie - Sparpaket,"3. Klasse, 4. Klasse, 5. Klasse"
mat_001093,Fachunterricht,Geschichte,['7. Klasse'],Test,Förderunterricht,hybrid,1,13.73472231722893,Bear,33.79976007408223,45,4.73952842048257,1083,author_0152,Geschichte - Sparpaket,7. Klasse
mat_001094,Kunst,Basteln,"['6. Klasse', '7. Klasse', '8. Klasse']",Videos,Grundschule,hybrid,0,5.0,Eggs,125.44576408553199,14,1.8260147077516917,75,author_0300,Basteln - Videos,"6. Klasse, 7. Klasse, 8. Klasse"
mat_001095,Englisch,Grammatik,['5. Klasse'],Spiele,Förderunterricht,hybrid,0,3.07,Bear,103.4760623436023,9,1.8729257261679204,94,author_0032,Grammatik - Spiele,5. Klasse
mat_001096,Fachunterricht,Erdkunde,"['5. Klasse', '6. Klasse', '7. Klasse']",Präsentationen/Tafelbilder,Sek II,standalone,0,1.33,Eggs,24.919315790827486,9,3.6801609392496992,1012,author_0607,Erdkunde - Präsentationen/Tafelbilder,"5. Klasse, 6. Klasse, 7. Klasse"
mat_001097,Mathematik,Zahlen & Operationen,['9. Klasse'],Fördermaterial/Inklusion,Sek II,interactive,0,5.17,Cub,20.710886985296117,4,1.8603852241548078,44,author_0393,Zahlen & Operationen - Fördermaterial/Inklusion,9. Klasse
mat_001098,Englisch,Wortschatz,"['2. Klasse', '3. Klasse', '4. Klasse']",Videos,Sek II,interactive,0,2.09,Innovators,14.70124538796573,14,3.6286261550313834,512,author_0048,Wortschatz - Videos,"2. Klasse, 3. Klasse, 4. Klasse"
mat_001099,Mathematik,Funktionen,"['5. Klasse', '6. Klasse', '7. Klasse']",Interaktives Material,Grundschule,hybrid,0,2.74,Bear,107.04506649957331,10,5.133201138975261,708,author_0826,Funktionen - Interaktives Material,"5. Klasse, 6. Klasse, 7. Klasse"
mat_001100,Fachunterricht,Biologie,['5. Klasse'],Bildkarten,Sek I Gymnasium,hybrid,0,9.96,Dragon,40.72094338579066,11,4.357359984365722,591,author_0857,Biologie - Bildkarten,5. Klasse
mat_001101,Deutsch,Sprechen & Zuhören,"['5. Klasse', '6. Klasse']",Quiz,Förderunterricht,interactive,0,4.33,Innovators,45.44090025633444,19,1.9664215065047705,102,author_0072,Sprechen & Zuhören - Quiz,"5. Klasse, 6. Klasse"
mat_001102,Mathematik,Geometrie,"['8. Klasse', '9. Klasse']",Mal- und Bastelvorlagen,Sek I Gymnasium,interactive,0,2.48,Cub,25.933878610077393,8,1.2568460668334163,856,author_0422,Geometrie - Mal- und Bastelvorlagen,"8. Klasse, 9. Klasse"
mat_001103,Kunst,Basteln,"['4. Klasse', '5. Klasse', '6. Klasse', '7. Klasse']",Quiz,Kita / Vorschule,standalone,0,4.47,Eggs,70.63494033308697,10,6.4755016136228285,403,author_0032,Basteln - Quiz,"4. Klasse, 5. Klasse, 6. Klasse, 7. Klasse"
mat_001104,Mathematik,Funktionen,['9. Klasse'],Bildkarten,Förderunterricht,standalone,0,10.21,Bear,102.24065775146514,6,1.1018719858144677,58,author_0728,Funktionen - Bildkarten,9. Klasse
mat_001105,Deutsch,Anfangsunterricht,"['5. Klasse', '6. Klasse']",Stationenlernen,Kita / Vorschule,interactive,0,4.68,Eggs,15.64702795844386,9,1.8919214035573033,6,author_0458,Anfangsunterricht - Stationenlernen,"5. Klasse, 6. Klasse"
mat_001106,Englisch,Wortschatz,['6. Klasse'],Experimente,Kita / Vorschule,hybrid,0,16.9,Cub,19.363170382613525,10,3.8997485866131263,612,author_0520,Wortschatz - Experimente,6. Klasse
mat_001107,Mathematik,Funktionen,"['2. Klasse', '3. Klasse', '4. Klasse', '5. Klasse']",Arbeitsblätter,Kita / Vorschule,hybrid,0,2.58,Cub,59.572312433470806,8,1.5401993638485076,673,author_0511,Funktionen - Arbeitsblätter,"2. Klasse, 3. Klasse, 4. Klasse, 5. Klasse"
mat_001108,Mathematik,Grundrechenarten,"['1. Klasse', '2. Klasse']",Klassenarbeiten,Berufsschule,standalone,0,2.45,Dragon,40.1443883396131,8,1.3555631009857394,1060,author_0101,Grundrechenarten - Klassenarbeiten,"1. Klasse, 2. Klasse"
mat_001109,Deutsch,Lesen,['6. Klasse'],Test,Berufsschule,hybrid,0,16.03,Eggs,96.07213868137696,5,3.6464841022447634,431,author_0389,Lesen - Test,6. Klasse
mat_001110,Englisch,Grammatik,['7. Klasse'],Experimente,Kita / Vorschule,interactive,0,1.07,Eggs,0.4250224137280754,11,2.411834284913128,432,author_0935,Grammatik - Experimente,7. Klasse
mat_001111,Mathematik,Grundrechenarten,['6. Klasse'],Videos,Sek I Mittlere Schulform,hybrid,0,5.32,Eggs,6.804915516634844,10,0.4639245235769104,793,author_0930,Grundrechenarten - Videos,6. Klasse
mat_001112,Fachunterricht,Biologie,"['7. Klasse', '8. Klasse', '9. Klasse']",Klassenarbeiten,Berufsschule,hybrid,0,6.62,Bear,29.452808845384503,11,5.835020675210582,1072,author_0813,Biologie - Klassenarbeiten,"7. Klasse, 8. Klasse, 9. Klasse"
mat_001113,Fachunterricht,Biologie,['11. Klasse'],Interaktives Material,Grundschule,hybrid,0,4.09,Bear,4.606052291926157,10,3.629464897625041,117,author_0703,Biologie - Interaktives Material,11. Klasse
mat_001114,Mathematik,Geometrie,['6. Klasse'],Präsentationen/Tafelbilder,Sek II,standalone,1,210.86202937501034,Cub,34.98423350167996,42,4.520570455844167,913,author_0735,Geometrie - Sparpaket,6. Klasse
mat_001115,Englisch,Grammatik,"['12. Klasse', '13. Klasse']",Quiz,Kita / Vorschule,hybrid,0,1.65,Eggs,21.126605675547527,10,8.497911046705376,42,author_0702,Grammatik - Quiz,"12. Klasse, 13. Klasse"
mat_001116,Englisch,Sprechen,['12. Klasse'],Merkblätter,Sek II,hybrid,0,2.04,Cub,76.7306040353113,5,3.1669146168264275,841,author_0983,Sprechen - Merkblätter,12. Klasse
mat_001117,Kunst,Epochen,['8. Klasse'],Test,Berufsschule,interactive,0,7.3,Cub,50.71642812379896,10,3.030282382180281,248,author_0361,Epochen - Test,8. Klasse
mat_001118,Fachunterricht,Chemie,"['9. Klasse', '10. Klasse', '11. Klasse', '12. Klasse']",Videos,Grundschule,hybrid,0,2.48,Eggs,154.05073334384528,16,8.527055123766516,1091,author_0660,Chemie - Videos,"9. Klasse, 10. Klasse, 11. Klasse, 12. Klasse"
mat_001119,Fachunterricht,Geschichte,"['8. Klasse', '9. Klasse']",Klassenarbeiten,Förderunterricht,standalone,0,4.7,Dragon,146.20366457730572,13,2.8550032358340345,475,author_0756,Geschichte - Klassenarbeiten,"8. Klasse, 9. Klasse"
mat_001120,Deutsch,Anfangsunterricht,"['9. Klasse', '10. Klasse', '11. Klasse']",Fördermaterial/Inklusion,Sek II,interactive,0,1.24,Eggs,32.60908423755062,10,1.8816780187866549,102,author_0983,Anfangsunterricht - Fördermaterial/Inklusion,"9. Klasse, 10. Klasse, 11. Klasse"
mat_001121,Englisch,Schreiben,['3. Klasse'],Mal- und Bastelvorlagen,Grundschule,interactive,0,4.63,Cub,92.91001885553433,14,2.1192714722548773,87,author_0402,Schreiben - Mal- und Bastelvorlagen,3. Klasse
mat_001122,Fachunterricht,Geschichte,['12. Klasse'],Stundenentwürfe,Sek I Mittlere Schulform,standalone,0,9.13,Innovators,82.53633058501576,15,4.128782093495396,746,author_0288,Geschichte - Stundenentwürfe,12. Klasse
mat_001123,Kunst,Werken,['10. Klasse'],Mal- und Bastelvorlagen,Sek I Mittlere Schulform,standalone,0,2.08,Eggs,8.821842692287795,9,6.579722653180159,256,author_0137,Werken - Mal- und Bastelvorlagen,10. Klasse
